FID,OBJECTID,MM2_DATO_I,MM2_FECHA_,MM2_DIRECC,MM2_BARRIO,MM2_RURAL,MM2_Long,MM2_Lat,MM2_NOMBRE,MM2_CODIGO,cruce_dato,Elevacion,Pendiente,COD_COB25_,NOM_COB25,SIM_COB25,Id_Riesgo,categ_Ries,GEOLOGIA_1,GEOLOGIA_2,DATO_ID,FUENTE,SOLICITUD,FECHA EVENTO,FECHA EVENTO,DIRECCION,BARRIO_VER,RURAL,Long,Lat,ESTACIÓN,CATEGORIA,ENTIDAD,FECHA_INIC,CODIGO,X,Y,P_24H,P_3DIAS,P_7DIAS,P_10DIAS,P15DIAS,P30DIAS,P60DIAS,P90DIAS
347,348,MM0621,7/29/2021,C 6 Oeste No 39a-73,Bel�n, ,-76.55599,3.42724,LOS CRISTALES,2622330105,MM0621,1056.407959,26.90325737,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0621,BD_SGRED,Operativo,7/29/2021 0:00,7/29/2021LOS CRISTALES,C 6 Oeste No 39a-73,Bel?n, ,-7655599,342724,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,0,54,54,54,83,231,331
348,349,MM0623,7/29/2021,K 40B Oeste No 5 - 36,Bel�n, ,-76.556131,3.427145,LOS CRISTALES,2622330105,MM0623,1053.831543,18.0909214,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0623,BD_SGRED,Operativo,7/29/2021 0:00,7/29/2021LOS CRISTALES,K 40B Oeste No 5 - 36,Bel?n, ,-76556131,3427145,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,0,54,54,54,83,231,331
349,350,MM0624,7/29/2021,C 6 Oeste No 39A-67,Bel�n, ,-76.55588,3.42705,LOS CRISTALES,2622330105,MM0624,1056.040527,62.44022751,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0624,BD_SGRED,Operativo,7/29/2021 0:00,7/29/2021LOS CRISTALES,C 6 Oeste No 39A-67,Bel?n, ,-7655588,342705,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,0,54,54,54,83,231,331
350,351,MM0625,7/29/2021,K 401A Oeste No 5 - 18,Bel�n, ,-76.555934,3.426971,LOS CRISTALES,2622330105,MM0625,1051.49646,26.07922554,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0625,BD_SGRED,Operativo,7/29/2021 0:00,7/29/2021LOS CRISTALES,K 401A Oeste No 5 - 18,Bel?n, ,-76555934,3426971,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,0,54,54,54,83,231,331
351,352,MM0626,7/29/2021,"K 40A Oeste No 5 - xx """"la casas de roca""""",Bel�n, ,-76.555933,3.426866,LOS CRISTALES,2622330105,MM0626,1051.267334,10.83177757,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0626,BD_SGRED,Operativo,7/29/2021 0:00,7/29/2021LOS CRISTALES,"K 40A Oeste No 5 - xx """"la casas de roca""""",Bel?n, ,-76555933,3426866,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,0,54,54,54,83,231,331
352,353,MM0627,7/29/2021,K 40b Oeste No 5 - xx,Bel�n, ,-76.556013,3.426847,LOS CRISTALES,2622330105,MM0627,1051.040161,2.509325504,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0627,BD_SGRED,Operativo,7/29/2021 0:00,7/29/2021LOS CRISTALES,K 40b Oeste No 5 - xx,Bel?n, ,-76556013,3426847,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,0,54,54,54,83,231,331
353,354,MM0628,7/29/2021,K 401A Oeste No 5 - 24,Bel�n, ,-76.555908,3.426987,LOS CRISTALES,2622330105,MM0628,1052.738647,45.24713898,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0628,BD_SGRED,Operativo,7/29/2021 0:00,7/29/2021LOS CRISTALES,K 401A Oeste No 5 - 24,Bel?n, ,-76555908,3426987,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,0,54,54,54,83,231,331
354,355,MM0629,7/29/2021,K 401A Oeste No 5 - 30,Bel�n, ,-76.55609,3.42705,LOS CRISTALES,2622330105,MM0629,1052.313477,8.10593605,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0629,BD_SGRED,Operativo,7/29/2021 0:00,7/29/2021LOS CRISTALES,K 401A Oeste No 5 - 30,Bel?n, ,-7655609,342705,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,0,54,54,54,83,231,331
355,356,MM0631,8/2/2021,C 3 oeste # 12a-20,San Antonio, ,-76.543494,3.44537,PLANTA RIO CALI,2622400103,MM0631,1034.578247,49.856987,12211,Otras superficies artificiales sin construcción,OISC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0631,BD_SGRED,Operativo,8/2/2021 0:00,8/2/2021PLANTA RIO CALI,C 3 oeste # 12a-20,San Antonio, ,-76543494,344537,PLANTA RIO CALI,PG,CVC,19369,2622400103,1059076.72,872749661,0,0,0.2,48,47.8,135.2,268.4,449
356,357,MM0633,8/28/2021,K 46 # 28-78,Parcelas, ,-76.5663,3.4226,LOS CRISTALES,2622330105,MM0633,1139.761597,10.25385761,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0633,BD_SGRED,Operativo,8/28/2021 0:00,8/28/2021LOS CRISTALES,K 46 # 28-78,Parcelas, ,-765663,849615,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,13,79,79,139,247,277,425
357,358,MM0640,8/28/2021,K 40 bis Oe 3 90,El crucero, ,-76.5555,3.4262,LOS CRISTALES,2622330105,MM0640,1047.075562,74.57149506,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0640,BD_SGRED,Operativo,8/28/2021 0:00,8/28/2021LOS CRISTALES,K 40 bis Oe 3 90,El crucero, ,-765555,862764,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,13,79,79,139,247,277,425
358,359,MM0643,9/17/2021,K 40B Oeste No 5 - 30,Bel�n,N/A,-76.555081,3.426987,LOS CRISTALES,2622330105,MM0643,1064.64209,69.03983307,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0643,BD_SGRED,Operativo,9/17/2021 0:00,9/17/2021LOS CRISTALES,K 40B Oeste No 5 - 30,Bel?n,N/A,-76555081,3426987,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,14,14,14,77,209,378,431
359,360,MM0647,10/17/2021,K 40 B Oeste No. 4 A 19,San Francisco,N/A,-76.555441,3.425818,LOS CRISTALES,2622330105,MM0647,1054.134766,54.26916504,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0647,BD_SGRED,Operativo,10/17/2021 0:00,10/17/2021LOS CRISTALES,K 40 B Oeste No. 4 A 19,San Francisco,N/A,-76555441,3425818,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,20,52,52,94,192,376,545
360,361,MM0648,10/17/2021,K 40 B Oeste No. 6 - 48,San Francisco,N/A,-76.5559,3.42795,LOS CRISTALES,2622330105,MM0648,1070.486328,76.82875061,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0648,BD_SGRED,Operativo,10/17/2021 0:00,10/17/2021LOS CRISTALES,K 40 B Oeste No. 6 - 48,San Francisco,N/A,-765559,342795,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,20,52,52,94,192,376,545
361,362,MM0649,10/21/2021,Av 45 Oeste No 9B - 25,Sector 20 de Julio,Montebello,-76.548179,3.486423,AGUACATAL-MONTEBELLO,2622420101,MM0649,1284.991577,16.04629135,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Ql/Kv,Lateritas Formacion Volcanica,MM0649,BD_SGRED,Operativo,10/21/2021 0:00,10/21/2021AGUACATAL-MONTEBELLO,Av 45 Oeste No 9B - 25,Sector 20 de Julio,Montebello,-76548179,3486423,AGUACATAL-MONTEBELLO,PM,CVC,25210,2622420101,1058550,877405612,53,63,96,105,116,123,215,284
362,363,MM0650,10/15/2021, ,Arboleda,N/A,-76.565752,3.421343,LOS CRISTALES,2622330105,MM0650,1085.460571,37.61511993,12211,Otras superficies artificiales sin construcción,OISC,1,Riesgo alto,Kv,Formacion Volcanica,MM0650,BD_SGRED,Operativo,10/15/2021 0:00,10/15/2021LOS CRISTALES, ,Arboleda,N/A,-76565752,3421343,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,15,41,47,59,69,167,371,540
363,364,MM0651,10/24/2021,C 11 Oeste con K 24C,Avenida Circunvalaci�n,N/A,-76.548386,3.44281,PLANTA RIO CALI,2622400103,MM0651,1026.406372,18.01449966,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0651,BD_SGRED,Operativo,10/24/2021 0:00,10/24/2021PLANTA RIO CALI,C 11 Oeste con K 24C,Avenida Circunvalaci?n,N/A,-76548386,344281,PLANTA RIO CALI,PG,CVC,19369,2622400103,1059076.72,872749661,0.2,79,118.6,234,324.4,475.2,631.2,780
364,365,MM0660,11/26/2021,Cra 28D Oeste,Tanque 3, ,-76.563626,3.383673,NAPOLES,2622330108,MM0660,1153.743286,24.48114967,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Ql/Kv,Lateritas Formacion Volcanica,MM0660,BD_SGRED,Operativo,11/11/2021 0:00,11/11/2021NAPOLES,Cra 28D Oeste,Tanque 3, ,-76563626,3383673,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,3.6,31,31.8,32,43.5,94.9,266.3,458
365,366,MM0662,11/26/2021,Carrera 80 Oeste casa 560,Cabildo - sector Tamayo, ,-76.562758,3.386589,NAPOLES,2622330108,MM0662,1107.495972,28.16271591,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,TOg,Formacion Guachinte,MM0662,BD_SGRED,Operativo,11/26/2021 0:00,11/26/2021NAPOLES,Carrera 80 Oeste casa 560,Cabildo - sector Tamayo, ,-76562758,3386589,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,6.9,38,59.3,85,103.9,138,306.2,482
366,367,MM0663,11/26/2021,Calle 3 D Oeste casa 55,Alto Napoles, ,-76.56289,3.386507,NAPOLES,2622330108,MM0663,1114.817261,70.794487,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,TOg,Formacion Guachinte,MM0663,BD_SGRED,Operativo,11/26/2021 0:00,11/26/2021NAPOLES,Calle 3 D Oeste casa 55,Alto Napoles, ,-7656289,3386507,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,6.9,38,59.3,85,103.9,138,306.2,482
367,368,MM0664,11/26/2021,Calle 3B Oeste #82B-16,Alto Napoles, ,-76.560591,3.384045,NAPOLES,2622330108,MM0664,1072.995239,38.70602798,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Ql/Kv,Lateritas Formacion Volcanica,MM0664,BD_SGRED,Operativo,11/26/2021 0:00,11/26/2021NAPOLES,Calle 3B Oeste #82B-16,Alto Napoles, ,-76560591,3384045,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,6.9,38,59.3,85,103.9,138,306.2,482
368,369,MM0667,11/21/2021,Carrera 49 oeste No. 18 C - 10,Lleras Camargo, ,-76.56296,3.42258,LOS CRISTALES,2622330105,MM0667,1085.13855,13.28485775,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0667,BD_SGRED,Operativo,11/21/2021 0:00,11/21/2021LOS CRISTALES,Carrera 49 oeste No. 18 C - 10,Lleras Camargo, ,-7656296,342258,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,36,41,59,66,122,211,396,645
369,370,MM0669,11/2/2021,Antigua Via Cali-Saladito -Corregimiento Saladito,Saladito,Corregimiento Saladito,-76.599595,3.474968,FELIDIA,2622400107,MM0669,1654.762451,32.21852493,23170,Pasto cultivado,PCU,6,Amenaza media,Kv,Formacion Volcanica,MM0669,BD_SGRED,Operativo,11/2/2021 0:00,11/2/2021FELIDIA,Antigua Via Cali-Saladito -Corregimiento Saladito,Saladito,Corregimiento Saladito,-76599595,3474968,FELIDIA,PG,CVC,9/25/2013,2622400107,1049800.04,875040335,11,11,30.6,56,88.6,154.2,279.6,424
370,371,MM0671,11/27/2021,Calle 4B Oeste #82E-17,La Choclona,La Buitrera,-76.562893,3.381207,NAPOLES,2622330108,MM0671,1099.761841,29.92726707,12211,Otras superficies artificiales sin construcción,OISC,1,Riesgo alto,Ql/Kv,Lateritas Formacion Volcanica,MM0671,BD_SGRED,Operativo,11/27/2021 0:00,11/27/2021NAPOLES,Calle 4B Oeste #82E-17,La Choclona,La Buitrera,-76562893,3381207,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,0,13,59.3,85,96.6,140.1,306.2,482
371,372,MM0685,11/11/2021,Quebrada el porvenir,vereda san francisco - Pance,Pance,-76.620939,3.325824,PANCE - CHORRERA,2622110103,MM0685,1446.527344,71.81580353,12111,Otras superficies artificiales con construcción,OICC,4,Riesgo bajo,Tgp,Stock de Pance – Gabro hornblendico,MM0685,BD_SGRED,Operativo,11/11/2021 0:00,11/11/2021PANCE - CHORRERA,Quebrada el porvenir,vereda san francisco - Pance,Pance,-76620939,3325824,PANCE - CHORRERA,PG,CVC,38723,2622110103,1051509.35,860225959,9.4,52,99.4,110,137.1,282.3,467.5,679
372,373,MM0688,1/2/2022,Cl 24 O # 47-59,Sultana,N/A,-76.585022,3.421737,LAS BRISAS,2622330106,MM0688,1322.784424,54.7730484,32310,Vegetación secundaria o transición,VEGSEC,5,Amenaza alta,Ql/Kv,Lateritas Formacion Volcanica,MM0688,BD_SGRED,Operativo,1/2/2022 0:00,1/2/2022LAS BRISAS,Cl 24 O # 47-59,Sultana,N/A,-76585022,3421737,LAS BRISAS,PM,CVC,25205,2622330106,1054315.22,868345907,3,5,52,72,80,193,421,686
373,374,MM0690,1/20/2022,Calle 5a Oeste #83-23,Palmas II,Si-L�mite,-76.56304,3.380632,NAPOLES,2622330108,MM0690,1106.717529,39.62168121,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Ql/Kv,Lateritas Formacion Volcanica,MM0690,BD_SGRED,Operativo,1/20/2022 0:00,1/20/2022NAPOLES,Calle 5a Oeste #83-23,Palmas II,Si-L?mite,-7656304,3380632,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,0,0,0,7,46.8,119.8,318.8,445
374,375,MM0691,1/20/2022,Calle 6 Oeste #39a-40,Belen,No,-76.555913,3.426943,LOS CRISTALES,2622330105,MM0691,1051.995483,35.03286362,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0691,BD_SGRED,Operativo,1/20/2022 0:00,1/20/2022LOS CRISTALES,Calle 6 Oeste #39a-40,Belen,No,-76555913,3426943,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,0,0,7,26,178,479,660
375,376,MM0693,1/29/2022, , ,N/A,-76.556303,3.424496,LOS CRISTALES,2622330105,MM0693,1098.982422,30.00439453,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0693,BD_SGRED,Operativo,1/29/2022 0:00,1/29/2022LOS CRISTALES, , ,N/A,-76556303,3424496,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,0,2,2,2,31,291,573
376,377,MM0694,1/29/2022, , ,N/A,-76.556618,3.425955,LOS CRISTALES,2622330105,MM0694,1102.744385,75.58666992,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0694,BD_SGRED,Operativo,1/29/2022 0:00,1/29/2022LOS CRISTALES, , ,N/A,-76556618,3425955,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,0,2,2,2,31,291,573
377,378,MM0695,1/29/2022, , ,N/A,-76.556506,3.426023,LOS CRISTALES,2622330105,MM0695,1097.654663,65.21030426,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0695,BD_SGRED,Operativo,1/29/2022 0:00,1/29/2022LOS CRISTALES, , ,N/A,-76556506,3426023,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,0,2,2,2,31,291,573
378,379,MM0696,1/29/2022,Calle 6 biz A Oeste # 42b,Silo�,N/A,-76.556788,3.426037,LOS CRISTALES,2622330105,MM0696,1094.55188,17.93000412,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0696,BD_SGRED,Operativo,1/29/2022 0:00,1/29/2022LOS CRISTALES,Calle 6 biz A Oeste # 42b,Silo?,N/A,-76556788,3426037,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,0,2,2,2,31,291,573
379,380,MM0697,1/29/2022,Calle 6C No. 40C - 05,Silo�,N/A,-76.557288,3.426347,LOS CRISTALES,2622330105,MM0697,1107.9021,48.78902435,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0697,BD_SGRED,Operativo,1/29/2022 0:00,1/29/2022LOS CRISTALES,Calle 6C No. 40C - 05,Silo?,N/A,-76557288,3426347,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,0,2,2,2,31,291,573
380,381,MM0700,2/14/2022,"Callejon Anchicay�, Buitrera",Buitrera,Buitrera,-76.581577,3.385937,LA FONDA,2622320101,MM0700,1248.862305,92.06652832,23170,Pasto cultivado,PCU,5,Amenaza alta,TOg,Formacion Guachinte,MM0700,BD_SGRED,Operativo,2/14/2022 0:00,2/14/2022LA FONDA CANTA CLARO,"Callejon Anchicay?, Buitrera",Buitrera,Buitrera,-76581577,3385937,LA FONDA CANTA CLARO,PM,CVC,23388,2622320101,1054080.38,866787335,0,39,44,82,82,113,247,483
